ID,Tipo,SKU,"GTIN, UPC, EAN, ou ISBN",Nome,Publicado,"Em destaque?","Visibilidade no catálogo","Descrição curta",Descrição,"Data de preço promocional começa em","Data de preço promocional termina em","Status do imposto","Classe de imposto","Em estoque?",Estoque,"Quantidade baixa de estoque","São permitidas encomendas?","Vendido individualmente?","Peso (kg)","Comprimento (cm)","Largura (cm)","Altura (cm)","Permitir avaliações de clientes?","Observação de compra","Preço promocional",Preço,Categorias,Tags,"Classe de entrega",Imagens,"Limite de downloads","Dias para expirar o download",Ascendente,"Grupo de produtos",Upsells,"Venda cruzada","URL externa","Texto do botão",Posição,Marcas,"Nome do atributo 1","Valores do atributo 1","Visibilidade do atributo 1","Atributo global 1","Atributo padrão 1","Nome do atributo 2","Valores do atributo 2","Visibilidade do atributo 2","Atributo global 2"
\n-Protetor nasal FlexiFit 2.0
\n-Ângulo da estrutura Panto Tilt de 12 graus
\n-Scala - Hastes extensíveis, retráteis e dobráveis
\n-Recomendado para atividades esportivas em condições climáticas variáveis
\n-Estrutura de base biológica de poliamidas de base biológica
\n
\nCor da armação: Cinza
\nCor da lente: Prata.",,,taxable,,backorder,,,0,0,1,15,15,15,0,,,"1890,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/1-4-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/2-3-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/3-9-1.jpg",,,,,,,,,0,,,,,,,,,,
5245,simple,,,"Óculos Scicon Aeroscope Cinza Lente Rosa e Lente Reserva Verde Trail",1,0,visible,,"<div id=""product-wrapper"" class=""product-wrapper"">
\n<div class=""product-tabs"">
\n<div class=""tabs-content"">
\n<div id=""descricao"" class=""tab rte description-ab active"">O design Aeroscope fabricado na Itália inclui hastes com comprimento ajustável, chamadas Scala, que permitem que os ciclistas definam o ajuste ideal para qualquer dimensão da cabeça. A armação é desenvolvida com Panto Tilt de 12 graus, proporcionando um ângulo de lente ideal ao usar um capacete. Ajuste o seu campo de visão para cima ou para baixo, dependendo da sua posição de pilotagem, usando o mecanismo Horizon Adapt. As lentes de visão verdadeira SCN-PP oferecem proteção e clareza óptica e são tratadas para repelir água, óleo e sujeira. Um funil VenteX central na lente é estrategicamente colocado fora da sua visão para proteger sua visão da luz direta e, ao mesmo tempo, facilitar o fluxo de ar. Adaptar a sua experiência geral com os óculos é vital para um desempenho sem limites, e o Aeroscope oferece tudo isso.
\n
\nCARACTERÍSTICAS
\n
\n-Totalmente fabricado na Itália
\n-Ventilação central VenteX
\n-Tecnologia de lente SCN-PP
\n-Lente resistente a impactos e proteção UVA e UVB
\n-Escudo óptico de cobertura completa
\n-Sistema de lentes intercambiáveis
\n-Lente de blindagem cilíndrica de base 6
\n-Protetor nasal FlexiFit 2.0
\n-Ângulo da estrutura Panto Tilt de 12 graus
\n-Scala - Hastes extensíveis, retráteis e dobráveis
\n-Recomendado para atividades esportivas em condições climáticas variáveis
\n-Estrutura de base biológica de poliamidas de base biológica
\n
\nCor da armação: Cinza
\nCor da lente: Rosa.
\nLente reserva: Verde Trail.</div>
\n</div>
\n</div>
\n</div>
\n<div class=""section-product-related"">
\n<div class=""container""></div>
\n</div>",,,taxable,,backorder,,,0,0,1,15,15,15,0,,,"1890,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/1-7-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/2-6-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/3-7-1.jpg",,,,,,,,,0,,,,,,,,,,
5246,simple,,,"Óculos Scicon Aeroscope Cinza Lente Vermelho",1,0,visible,,"O design Aeroscope fabricado na Itália inclui hastes com comprimento ajustável, chamadas Scala, que permitem que os ciclistas definam o ajuste ideal para qualquer dimensão da cabeça. A armação é desenvolvida com Panto Tilt de 12 graus, proporcionando um ângulo de lente ideal ao usar um capacete. Ajuste o seu campo de visão para cima ou para baixo, dependendo da sua posição de pilotagem, usando o mecanismo Horizon Adapt. As lentes de visão verdadeira SCN-PP oferecem proteção e clareza óptica e são tratadas para repelir água, óleo e sujeira. Um funil VenteX central na lente é estrategicamente colocado fora da sua visão para proteger sua visão da luz direta e, ao mesmo tempo, facilitar o fluxo de ar. Adaptar a sua experiência geral com os óculos é vital para um desempenho sem limites, e o Aeroscope oferece tudo isso.
\n
\nCARACTERÍSTICAS
\n
\n-Totalmente fabricado na Itália
\n-Ventilação central VenteX
\n-Tecnologia de lente SCN-PP
\n-Lente resistente a impactos e proteção UVA e UVB
\n-Escudo óptico de cobertura completa
\n-Sistema de lentes intercambiáveis
\n-Lente de blindagem cilíndrica de base 6
\n-Protetor nasal FlexiFit 2.0
\n-Ângulo da estrutura Panto Tilt de 12 graus
\n-Scala - Hastes extensíveis, retráteis e dobráveis
\n-Recomendado para atividades esportivas em condições climáticas variáveis
\n-Estrutura de base biológica de poliamidas de base biológica
\n
\nCor da armação: Cinza
\nCor da lente: Vermelho.",,,taxable,,backorder,,,0,0,1,15,15,15,0,,,"1890,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/1-6-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/2-5-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/3-6-1.jpg",,,,,,,,,0,,,,,,,,,,
5247,simple,,,"Óculos Scicon Aeroscope Cristal Lente Prata",1,0,visible,,"O design Aeroscope fabricado na Itália inclui hastes com comprimento ajustável, chamadas Scala, que permitem que os ciclistas definam o ajuste ideal para qualquer dimensão da cabeça. A armação é desenvolvida com Panto Tilt de 12 graus, proporcionando um ângulo de lente ideal ao usar um capacete. Ajuste o seu campo de visão para cima ou para baixo, dependendo da sua posição de pilotagem, usando o mecanismo Horizon Adapt. As lentes de visão verdadeira SCN-PP oferecem proteção e clareza óptica e são tratadas para repelir água, óleo e sujeira. Um funil VenteX central na lente é estrategicamente colocado fora da sua visão para proteger sua visão da luz direta e, ao mesmo tempo, facilitar o fluxo de ar. Adaptar a sua experiência geral com os óculos é vital para um desempenho sem limites, e o Aeroscope oferece tudo isso.
\n
\nCARACTERÍSTICAS
\n
\n-Totalmente fabricado na Itália
\n-Ventilação central VenteX
\n-Tecnologia de lente SCN-PP
\n-Lente resistente a impactos e proteção UVA e UVB
\n-Escudo óptico de cobertura completa
\n-Sistema de lentes intercambiáveis
\n-Lente de blindagem cilíndrica de base 6
\n-Protetor nasal FlexiFit 2.0
\n-Ângulo da estrutura Panto Tilt de 12 graus
\n-Scala - Hastes extensíveis, retráteis e dobráveis
\n-Recomendado para atividades esportivas em condições climáticas variáveis
\n-Estrutura de base biológica de poliamidas de base biológica
\n
\nCor da armação: Cristal
\nCor da lente: Prata.",,,taxable,,backorder,,,0,0,1,15,15,15,0,,,"1890,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/1-3-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/2-2-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/3-3-1.jpg",,,,,,,,,0,,,,,,,,,,
5248,simple,,,"Óculos Scicon Aeroscope Preto Lente Azul",1,0,visible,,"O design Aeroscope fabricado na Itália inclui hastes com comprimento ajustável, chamadas Scala, que permitem que os ciclistas definam o ajuste ideal para qualquer dimensão da cabeça. A armação é desenvolvida com Panto Tilt de 12 graus, proporcionando um ângulo de lente ideal ao usar um capacete. Ajuste o seu campo de visão para cima ou para baixo, dependendo da sua posição de pilotagem, usando o mecanismo Horizon Adapt. As lentes de visão verdadeira SCN-PP oferecem proteção e clareza óptica e são tratadas para repelir água, óleo e sujeira. Um funil VenteX central na lente é estrategicamente colocado fora da sua visão para proteger sua visão da luz direta e, ao mesmo tempo, facilitar o fluxo de ar. Adaptar a sua experiência geral com os óculos é vital para um desempenho sem limites, e o Aeroscope oferece tudo isso.
\n
\n
\nCARACTERÍSTICAS
\n
\n-Totalmente fabricado na Itália
\n-Ventilação central VenteX
\n-Tecnologia de lente SCN-PP
\n-Lente resistente a impactos e proteção UVA e UVB
\n-Escudo óptico de cobertura completa
\n-Sistema de lentes intercambiáveis
\n-Lente de blindagem cilíndrica de base 6
\n-Protetor nasal FlexiFit 2.0
\n-Ângulo da estrutura Panto Tilt de 12 graus
\n-Scala - Hastes extensíveis, retráteis e dobráveis
\n-Recomendado para atividades esportivas em condições climáticas variáveis
\n-Estrutura de base biológica de poliamidas de base biológica
\n
\nCor da armação: Preto
\nCor da lente: Azul",,,taxable,,backorder,,,0,0,1,15,15,15,0,,,"1890,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/1-12.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/2-10.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/3-12.jpg",,,,,,,,,0,,,,,,,,,,
5249,simple,,,"Óculos Scicon Aeroscope Preto Lente Bronze",1,0,visible,,"O design Aeroscope fabricado na Itália inclui hastes com comprimento ajustável, chamadas Scala, que permitem que os ciclistas definam o ajuste ideal para qualquer dimensão da cabeça. A armação é desenvolvida com Panto Tilt de 12 graus, proporcionando um ângulo de lente ideal ao usar um capacete. Ajuste o seu campo de visão para cima ou para baixo, dependendo da sua posição de pilotagem, usando o mecanismo Horizon Adapt. As lentes de visão verdadeira SCN-PP oferecem proteção e clareza óptica e são tratadas para repelir água, óleo e sujeira. Um funil VenteX? central na lente é estrategicamente colocado fora da sua visão para proteger sua visão da luz direta e, ao mesmo tempo, facilitar o fluxo de ar. Adaptar a sua experiência geral com os óculos é vital para um desempenho sem limites, e o Aeroscope oferece tudo isso.
\n
\nCARACTERÍSTICAS
\n
\n-Totalmente fabricado na Itália
\n-Ventilação central VenteX
\n-Tecnologia de lente SCN-PP
\n-Lente resistente a impactos e proteção UVA e UVB
\n-Escudo óptico de cobertura completa
\n-Sistema de lentes intercambiáveis
\n-Lente de blindagem cilíndrica de base 6
\n-Protetor nasal FlexiFit 2.0
\n-Ângulo da estrutura Panto Tilt de 12 graus
\n-Scala - Hastes extensíveis, retráteis e dobráveis
\n-Recomendado para atividades esportivas em condições climáticas variáveis
\n-Estrutura de base biológica de poliamidas de base biológica
\n
\nCor da armação: Preto
\nCor da lente: Bronze",,,taxable,,backorder,,,0,0,1,15,15,15,0,,,"1890,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/1-10.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/2-8-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/3-10.jpg",,,,,,,,,0,,,,,,,,,,
5250,simple,,,"Óculos Scicon Aeroscope Preto Lente Prata",1,0,visible,,"O design Aeroscope fabricado na Itália inclui hastes com comprimento ajustável, chamadas Scala, que permitem que os ciclistas definam o ajuste ideal para qualquer dimensão da cabeça. A armação é desenvolvida com Panto Tilt de 12 grasus, proporcionando um ângulo de lente ideal ao usar um capacete. Ajuste o seu campo de visão para cima ou para baixo, dependendo da sua posição de pilotagem, usando o mecanismo Horizon Adapt. As lentes de visão verdadeira SCN-PP oferecem proteção e clareza óptica e são tratadas para repelir água, óleo e sujeira. Um funil VenteX? central na lente é estrategicamente colocado fora da sua visão para proteger sua visão da luz direta e, ao mesmo tempo, facilitar o fluxo de ar. Adaptar a sua experiência geral com os óculos é vital para um desempenho sem limites, e o Aeroscope oferece tudo isso.
\n
\nCARACTERÍSTICAS
\n
\n-Totalmente fabricado na Itália
\n-Ventilação central VenteX
\n-Tecnologia de lente SCN-PP
\n-Lente resistente a impactos e proteção UVA e UVB
\n-Escudo óptico de cobertura completa
\n-Sistema de lentes intercambiáveis
\n-Lente de blindagem cilíndrica de base 6
\n-Protetor nasal FlexiFit 2.0
\n-Ângulo da estrutura Panto Tilt de 12 graus
\n-Scala - Hastes extensíveis, retráteis e dobráveis
\n-Recomendado para atividades esportivas em condições climáticas variáveis
\n-Estrutura de base biológica de poliamidas de base biológica
\n
\nCor da armação: Preto
\nCor da lente: Prata.",,,taxable,,backorder,,,0,0,1,15,15,15,0,,,"1890,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/1-9.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/2-7-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/3-9-1.jpg",,,,,,,,,0,,,,,,,,,,
5251,simple,,,"Óculos Scicon Aeroscope Preto Lente Rosa e Lente Reserva Verde Trail",1,0,visible,,"O design Aeroscope fabricado na Itália inclui hastes com comprimento ajustável, chamadas Scala, que permitem que os ciclistas definam o ajuste ideal para qualquer dimensão da cabeça. A armação é desenvolvida com Panto Tilt de 12 graus, proporcionando um ângulo de lente ideal ao usar um capacete. Ajuste o seu campo de visão para cima ou para baixo, dependendo da sua posição de pilotagem, usando o mecanismo Horizon Adapt. As lentes de visão verdadeira SCN-PP oferecem proteção e clareza óptica e são tratadas para repelir água, óleo e sujeira. Um funil VenteX central na lente é estrategicamente colocado fora da sua visão para proteger sua visão da luz direta e, ao mesmo tempo, facilitar o fluxo de ar. Adaptar a sua experiência geral com os óculos é vital para um desempenho sem limites, e o Aeroscope oferece tudo isso.
\n
\nCARACTERÍSTICAS
\n
\n-Totalmente fabricado na Itália
\n-Ventilação central VenteX
\n-Tecnologia de lente SCN-PP
\n-Lente resistente a impactos e proteção UVA e UVB
\n-Escudo óptico de cobertura completa
\n-Sistema de lentes intercambiáveis
\n-Lente de blindagem cilíndrica de base 6
\n-Protetor nasal FlexiFit 2.0
\n-Ângulo da estrutura Panto Tilt de 12 graus
\n-Scala - Hastes extensíveis, retráteis e dobráveis
\n-Recomendado para atividades esportivas em condições climáticas variáveis
\n-Estrutura de base biológica de poliamidas de base biológica
\n
\nCor da armação: Preto
\nCor da lente: Rosa
\nLente reserva: Verde Trail.",,,taxable,,backorder,,,0,0,1,15,15,15,0,,,"1890,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/1-8-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/2jpg.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/3-8-1.jpg",,,,,,,,,0,,,,,,,,,,
5252,simple,,,"Óculos Scicon Aeroscope Preto Lente Vermelho",1,0,visible,,"O design Aeroscope fabricado na Itália inclui hastes com comprimento ajustável, chamadas Scala, que permitem que os ciclistas definam o ajuste ideal para qualquer dimensão da cabeça. A armação é desenvolvida com Panto Tilt de 12 graus, proporcionando um ângulo de lente ideal ao usar um capacete. Ajuste o seu campo de visão para cima ou para baixo, dependendo da sua posição de pilotagem, usando o mecanismo Horizon Adapt. As lentes de visão verdadeira SCN-PP oferecem proteção e clareza óptica e são tratadas para repelir água, óleo e sujeira. Um funil VenteX central na lente é estrategicamente colocado fora da sua visão para proteger sua visão da luz direta e, ao mesmo tempo, facilitar o fluxo de ar. Adaptar a sua experiência geral com os óculos é vital para um desempenho sem limites, e o Aeroscope oferece tudo isso.
\n
\nCARACTERÍSTICAS
\n
\n-Totalmente fabricado na Itália
\n-Ventilação central VenteX
\n-Tecnologia de lente SCN-PP
\n-Lente resistente a impactos e proteção UVA e UVB
\n-Escudo óptico de cobertura completa
\n-Sistema de lentes intercambiáveis
\n-Lente de blindagem cilíndrica de base 6
\n-Protetor nasal FlexiFit 2.0
\n-Ângulo da estrutura Panto Tilt de 12 graus
\n-Scala - Hastes extensíveis, retráteis e dobráveis
\n-Recomendado para atividades esportivas em condições climáticas variáveis
\n-Estrutura de base biológica de poliamidas de base biológica
\n
\nCor da armação: Preto
\nCor da lente: Vermelho",,,taxable,,backorder,,,0,0,1,15,15,15,0,,,"1890,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/1-11.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/2-9.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/3-11.jpg",,,,,,,,,0,,,,,,,,,,
5256,simple,,,"Camara de Ar 700mmx48mm 25 À 30",1,0,visible,,,,,taxable,,1,,,0,0,0.300,15,15,15,0,,,"47,25","SCICON - Gravtah > Câmaras de ar",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/hutchinson-tubes-standard-1.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/hutchinson-tubes-airlight-2.jpg",,,,,,,,,0,,,,,,,,,,
5266,simple,,,"Camara de Ar 29x48mm 1.90 À 2.35",1,0,visible,,,,,taxable,,0,,,0,0,0.300,15,15,15,0,,,"56,00","SCICON - Gravtah > Câmaras de ar",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/hutchinson-tubes-standard-2.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/hutchinson-tubes-standard-2.png",,,,,,,,,0,,,,,,,,,,
5267,simple,,,"Camera Ar Koloss 29x48mm 2.30 À 2.85",1,0,visible,,,,,taxable,,backorder,,,0,0,0.300,15,15,15,0,,,"78,75","SCICON - Gravtah > Câmaras de ar, SCICON - Gravtah",,,https://powerhousebrasil.com.br/wp-content/uploads/2024/02/hutchinson-tubes-standard-3.png,,,,,,,,,0,,,,,,,,,,
5268,simple,,,"Pack de 2 Camaras 700 20 - 25",1,0,visible,,,,,taxable,,0,,,0,0,0.300,15,15,15,0,,,"87,50","SCICON - Gravtah > Câmaras de ar, SCICON - Gravtah",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/hutchinson-tubes-good-deal-2.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/hutchinson-tubes-good-deal-1.png",,,,,,,,,0,,,,,,,,,,
5271,simple,,,"Camera Ar Reinforced Mtb 1,2mm Koloss 29x48mm 2.30 À 2.85",1,0,visible,,,,,taxable,,0,,,0,0,0.300,15,15,15,0,,,"103,25","SCICON - Gravtah > Câmaras de ar, SCICON - Gravtah",,,https://powerhousebrasil.com.br/wp-content/uploads/2024/02/hutchinson-tubes-reinforced-1-2.png,,,,,,,,,0,,,,,,,,,,
5274,simple,,,"Pack de 2 Camaras 700 28 - 35",1,0,visible,,,,,taxable,,0,,,0,0,0.300,15,15,15,0,,,"87,50","SCICON - Gravtah > Câmaras de ar, SCICON - Gravtah",,,https://powerhousebrasil.com.br/wp-content/uploads/2024/02/hutchinson-tubes-good-deal-1.png,,,,,,,,,0,,,,,,,,,,
5275,simple,,,"Camara de Ar 700x48mm 20 À 25",1,0,visible,,,,,taxable,,0,,,0,0,0.300,15,15,15,0,,,"47,25","SCICON - Gravtah > Câmaras de ar, SCICON - Gravtah",,,https://powerhousebrasil.com.br/wp-content/uploads/2024/02/hutchinson-tubes-standard-1.png,,,,,,,,,0,,,,,,,,,,
5276,simple,,,"KIT REPARO MTB",-1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,,"Sem categoria",,,,,,,,,,,,0,,,,,,,,,,
5281,simple,,,"KIT REPARO MTB",1,0,visible,,,,,taxable,,0,,,0,0,0.300,15,15,15,0,,,"110,90","SCICON - Gravtah > KIT REPARO, SCICON - Gravtah",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/hutchinson-accessories-tubeless.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/hutchinson-accessories-tubeless-repai.jpg",,,,,,,,,0,,,,,,,,,,
5282,simple,,,"KIT REPARO ROAD",1,0,visible,,,,,taxable,,0,,,0,0,0.300,15,15,15,0,,,"110,90","SCICON - Gravtah > KIT REPARO, SCICON - Gravtah",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/HUTCHI2.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/HUTCHI1-1.jpg",,,,,,,,,0,,,,,,,,,,
5285,simple,,,"Pneu Fusion 5 Performance Tlr 700mmx28",1,0,visible,,,,,taxable,,backorder,,,0,0,0.300,15,15,15,0,,,"695,50","SCICON - Gravtah > PNEUS ROAD, SCICON - Gravtah",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/road-bike-tire-hutchinson-fusion5-performance-1.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/road-bike-tire-hutchinson-fusion5-performance-2.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/road-bike-tire-hutchinson-fusion5-performance-5.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/road-bike-tire-hutchinson-fusion5-performance-6.jpg",,,,,,,,,0,,,,,,,,,,
5293,simple,,,"Pneu Fusion 5 Performance Tlr 700mmx30",1,0,visible,,,,,taxable,,backorder,,,0,0,0.300,15,15,15,0,,,"696,50","SCICON - Gravtah > PNEUS ROAD, SCICON - Gravtah",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/road-bike-tire-hutchinson-fusion5-performance-1.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/road-bike-tire-hutchinson-fusion5-performance-2.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/road-bike-tire-hutchinson-fusion5-performance-6.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/road-bike-tire-hutchinson-fusion5-performance-5.jpg",,,,,,,,,0,,,,,,,,,,
5294,simple,,,"Pneu Nitro 2 700mmx25",1,0,visible,,,,,taxable,,backorder,,,0,0,0.300,15,15,15,0,,,"271,25","SCICON - Gravtah > PNEUS ROAD, SCICON - Gravtah",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/02/road-bike-tire-hutchinson-nitro-1.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/02/road-bike-tire-hutchinson-nitro-2.png",,,,,,,,,0,,,,,,,,,,
5305,simple,,,"Pneu Gila Koloss Tlr Ebike50 29x2,6",1,0,visible,,,,,taxable,,backorder,,,0,0,1,25,15,20,0,,,"628,25","SCICON - Gravtah > PNEUS MTB, SCICON - Gravtah, Sem categoria",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/03/mountain-bike-tire-hutchinson-gila-koloss-ebike-1.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/03/mountain-bike-tire-hutchinson-gila-koloss-ebike-2.png",,,,,,,,,0,,,,,,,,,,
5308,simple,,,"Pneu Kraken Tlr 29x2,4",1,0,visible,,,,,taxable,,backorder,,,0,0,1,15,15,20,0,,,"470,75","SCICON - Gravtah > PNEUS MTB, SCICON - Gravtah",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/03/mountain-bike-tire-hutchinson-kraken-1.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/03/mountain-bike-tire-hutchinson-kraken-3.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/03/mountain-bike-tire-hutchinson-kraken-4.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/03/mountain-bike-tire-hutchinson-kraken-6.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/03/mountain-bike-tire-hutchinson-kraken-7.jpg",,,,,,,,,0,,,,,,,,,,
5320,simple,,,"Pneu Toro Tlr Sideskin 29x2,4",1,0,visible,,,,,taxable,,backorder,,,0,0,1,15,15,20,0,,,"475,70","SCICON - Gravtah > PNEUS MTB, SCICON - Gravtah",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/03/mountain-bike-tire-hutchinson-toro-enduro-1.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/03/mountain-bike-tire-hutchinson-toro-enduro-2.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/03/mountain-bike-tire-hutchinson-toro-enduro-4.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/03/mountain-bike-tire-hutchinson-toro-enduro-5.jpg",,,,,,,,,0,,,,,,,,,,
5325,simple,,,"Pneu Python 2 Tlr 127 29x2,25",1,0,visible,,,,,taxable,,0,,,0,0,1,15,15,20,0,,,"558,25","SCICON - Gravtah > PNEUS MTB, SCICON - Gravtah",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/03/mountain-bike-tire-hutchinson-python-1.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/03/mountain-bike-tire-hutchinson-python-2.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/03/mountain-bike-tire-hutchinson-python-3.jpg",,,,,,,,,0,,,,,,,,,,
5329,simple,,,"Pneu Sector Tlr 700mmx28",1,0,visible,,,,,taxable,,backorder,,,0,0,1,15,15,15,0,,,546,"SCICON - Gravtah > PNEUS ROAD, SCICON - Gravtah",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/03/road-bike-tire-hutchinson-sector-1.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/03/road-bike-tire-hutchinson-sector-2.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/03/road-bike-tire-hutchinson-sector-6.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2024/03/road-bike-tire-hutchinson-sector-7.jpg",,,,,,,,,0,,,,,,,,,,
5334,simple,,,"Pneu Kraken Tlr Hardskin 29x2,4",1,0,visible,,,,,taxable,,backorder,,,0,0,1,15,15,15,0,,,"645,70","SCICON - Gravtah > PNEUS MTB, SCICON - Gravtah",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/03/mountain-bike-tire-hutchinson-kraken-1.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/03/mountain-bike-tire-hutchinson-kraken-3.png",,,,,,,,,0,,,,,,,,,,
5335,simple,,,"Pneu Fusion 5 Performance Tlr 700mmx28",1,0,visible,,,,,taxable,,backorder,,,0,0,,,,,0,,,"696,50","SCICON - Gravtah > PNEUS ROAD, SCICON - Gravtah",,,"https://powerhousebrasil.com.br/wp-content/uploads/2024/03/road-bike-tire-hutchinson-fusion5-performance-1-1.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/03/road-bike-tire-hutchinson-fusion5-performance-2-1.png, https://powerhousebrasil.com.br/wp-content/uploads/2024/03/road-bike-tire-hutchinson-fusion5-performance-5-1.jpg",,,,,,,,,0,,,,,,,,,,
5343,simple,,,"Óculos Scicon Aeroshade Kunken Branco Lente Monograma Prata",1,0,visible,,"O Kunken apresenta nossa almofada de nariz Flexfit totalmente personalizável, que permite que os atletas ajustem o ajuste com base no tamanho individual do rosto e na preferência de ajuste.
\n
\nCaracterísticas:
\n
\n-Fabricado na Itália
\n-Projetado para uso intensivo em esportes ao ar livre
\n-Lente de proteção cilíndrica de base 6
\n-Transmissão de luz: 12%
\n-Categoria de filtro: 3
\n-Condições de Luz: Luz Brilhante
\n-Sistema de lentes intercambiáveis
\n-Grande campo de visão
\n-Lentes resistentes ao impacto
\n-A melhor proteção da classe
\n-Power Ergo Design Fit
\n-Almofada de nariz Flexifit
\n-Braços de templo flexíveis e ajustáveis
\n-Total adaptabilidade ergonômica
\n-Sistema Clip Switch
\n-Alto nível de opções de personalização
\n-Tecnologia Panorama Arch
\n-Mecanismo Horizon Adapt (almofada de nariz ajustável em altura)
\n
\nCor da armação: Branco
